parentGeographicTypeId,temporalTypeId,temporal,temporalDescription,temporalColumnName,temporalRollingColumnName,temporalId,minimumTemporal,minimumTemporalId,parentTemporalTypeId,parentTemporalType,parentTemporal,parentTemporalId,parentMinimumTemporalId,parentMinimumTemporal,year,dataValue,descriptiveValue,descriptiveValueName,includeDescriptiveValueName,COUNT,OBJECTID,FIPS,COUNTY,NAME
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.465,,,,0.465,91079,55078,Menominee,Menominee
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.601,,,,0.601,62276,55078,Menominee,Menominee
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.510,,,,0.51,48637,55078,Menominee,Menominee
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.404,,,,0.404,56048,55078,Menominee,Menominee
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.875,,,,0.875,70913,55079,Milwaukee,Milwaukee
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.866,,,,0.866,89843,55079,Milwaukee,Milwaukee
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.875,,,,0.875,32688,55079,Milwaukee,Milwaukee
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.853,,,,0.853,93954,55079,Milwaukee,Milwaukee
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.871,,,,0.871,80615,55079,Milwaukee,Milwaukee
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.572,,,,0.572,89094,55081,Monroe,Monroe
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.712,,,,0.712,89903,55081,Monroe,Monroe
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.712,,,,0.712,99899,55081,Monroe,Monroe
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.638,,,,0.638,67653,55081,Monroe,Monroe
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.693,,,,0.693,80675,55081,Monroe,Monroe
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.061,,,,0.061,89154,55083,Oconto,Oconto
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.045,,,,0.045,89963,55083,Oconto,Oconto
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.084,,,,0.084,99959,55083,Oconto,Oconto
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.078,,,,0.078,67713,55083,Oconto,Oconto
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.090,,,,0.09,80735,55083,Oconto,Oconto
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.107,,,,0.107,89214,55085,Oneida,Oneida
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.125,,,,0.125,90023,55085,Oneida,Oneida
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.065,,,,0.065,109541,55085,Oneida,Oneida
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.068,,,,0.068,65843,55085,Oneida,Oneida
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.092,,,,0.092,80795,55085,Oneida,Oneida
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.333,,,,0.333,89274,55087,Outagamie,Outagamie
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.250,,,,0.25,90083,55087,Outagamie,Outagamie
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.210,,,,0.21,100019,55087,Outagamie,Outagamie
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.223,,,,0.223,67773,55087,Outagamie,Outagamie
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.225,,,,0.225,80855,55087,Outagamie,Outagamie
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.125,,,,0.125,89334,55089,Ozaukee,Ozaukee
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.031,,,,0.031,90143,55089,Ozaukee,Ozaukee
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.073,,,,0.073,100079,55089,Ozaukee,Ozaukee
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.112,,,,0.112,67833,55089,Ozaukee,Ozaukee
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.137,,,,0.137,80915,55089,Ozaukee,Ozaukee
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.397,,,,0.397,24312,55091,Pepin,Pepin
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.283,,,,0.283,90203,55091,Pepin,Pepin
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.180,,,,0.18,100139,55091,Pepin,Pepin
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.155,,,,0.155,67893,55091,Pepin,Pepin
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.071,,,,0.071,80975,55091,Pepin,Pepin
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.278,,,,0.278,24372,55093,Pierce,Pierce
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.315,,,,0.315,90263,55093,Pierce,Pierce
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.373,,,,0.373,100199,55093,Pierce,Pierce
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.466,,,,0.466,67953,55093,Pierce,Pierce
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.388,,,,0.388,81035,55093,Pierce,Pierce
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.165,,,,0.165,24432,55095,Polk,Polk
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.143,,,,0.143,90323,55095,Polk,Polk
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.109,,,,0.109,30732,55095,Polk,Polk
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.108,,,,0.108,68013,55095,Polk,Polk
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.119,,,,0.119,65790,55095,Polk,Polk
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.575,,,,0.575,24492,55097,Portage,Portage
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.490,,,,0.49,90383,55097,Portage,Portage
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.548,,,,0.548,30792,55097,Portage,Portage
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.579,,,,0.579,68073,55097,Portage,Portage
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.533,,,,0.533,65850,55097,Portage,Portage
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.302,,,,0.302,24552,55099,Price,Price
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.208,,,,0.208,90443,55099,Price,Price
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.263,,,,0.263,109601,55099,Price,Price
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.354,,,,0.354,65903,55099,Price,Price
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.440,,,,0.44,65910,55099,Price,Price
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.535,,,,0.535,24612,55101,Racine,Racine
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.541,,,,0.541,90503,55101,Racine,Racine
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.489,,,,0.489,30852,55101,Racine,Racine
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.484,,,,0.484,68133,55101,Racine,Racine
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.417,,,,0.417,65970,55101,Racine,Racine
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.532,,,,0.532,24672,55103,Richland,Richland
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.586,,,,0.586,96744,55103,Richland,Richland
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.441,,,,0.441,30912,55103,Richland,Richland
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.447,,,,0.447,68193,55103,Richland,Richland
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.557,,,,0.557,66030,55103,Richland,Richland
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.267,,,,0.267,24732,55105,Rock,Rock
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.394,,,,0.394,96804,55105,Rock,Rock
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.424,,,,0.424,30972,55105,Rock,Rock
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.381,,,,0.381,68253,55105,Rock,Rock
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.421,,,,0.421,66090,55105,Rock,Rock
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.432,,,,0.432,24792,55107,Rusk,Rusk
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.377,,,,0.377,96864,55107,Rusk,Rusk
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.247,,,,0.247,31032,55107,Rusk,Rusk
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.301,,,,0.301,68313,55107,Rusk,Rusk
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.234,,,,0.234,66150,55107,Rusk,Rusk
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.294,,,,0.294,24912,55111,Sauk,Sauk
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.407,,,,0.407,96984,55111,Sauk,Sauk
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.440,,,,0.44,31152,55111,Sauk,Sauk
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.401,,,,0.401,68433,55111,Sauk,Sauk
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.336,,,,0.336,58728,55111,Sauk,Sauk
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.381,,,,0.381,24972,55113,Sawyer,Sawyer
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.336,,,,0.336,97044,55113,Sawyer,Sawyer
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.332,,,,0.332,31212,55113,Sawyer,Sawyer
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.357,,,,0.357,65963,55113,Sawyer,Sawyer
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.245,,,,0.245,58788,55113,Sawyer,Sawyer
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.318,,,,0.318,25032,55115,Shawano,Shawano
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.157,,,,0.157,97104,55115,Shawano,Shawano
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.221,,,,0.221,31272,55115,Shawano,Shawano
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.224,,,,0.224,86102,55115,Shawano,Shawano
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.303,,,,0.303,58848,55115,Shawano,Shawano
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.594,,,,0.594,25092,55117,Sheboygan,Sheboygan
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.492,,,,0.492,97164,55117,Sheboygan,Sheboygan
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.456,,,,0.456,31332,55117,Sheboygan,Sheboygan
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.548,,,,0.548,46428,55117,Sheboygan,Sheboygan
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.473,,,,0.473,58908,55117,Sheboygan,Sheboygan
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.123,,,,0.123,24852,55109,St. Croix,Saint Croix
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.171,,,,0.171,96924,55109,St. Croix,Saint Croix
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.091,,,,0.091,31092,55109,St. Croix,Saint Croix
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.057,,,,0.057,68373,55109,St. Croix,Saint Croix
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.043,,,,0.043,66210,55109,St. Croix,Saint Croix
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.355,,,,0.355,81984,55119,Taylor,Taylor
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.343,,,,0.343,97224,55119,Taylor,Taylor
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.403,,,,0.403,31392,55119,Taylor,Taylor
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.206,,,,0.206,46488,55119,Taylor,Taylor
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.287,,,,0.287,58968,55119,Taylor,Taylor
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.400,,,,0.4,82044,55121,Trempealeau,Trempealeau
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.284,,,,0.284,97284,55121,Trempealeau,Trempealeau
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.242,,,,0.242,131519,55121,Trempealeau,Trempealeau
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.326,,,,0.326,46548,55121,Trempealeau,Trempealeau
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.226,,,,0.226,59028,55121,Trempealeau,Trempealeau
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.726,,,,0.726,82104,55123,Vernon,Vernon
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.766,,,,0.766,97344,55123,Vernon,Vernon
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.721,,,,0.721,131579,55123,Vernon,Vernon
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.696,,,,0.696,46608,55123,Vernon,Vernon
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.636,,,,0.636,59088,55123,Vernon,Vernon
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.023,,,,0.023,82164,55125,Vilas,Vilas
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.037,,,,0.037,97404,55125,Vilas,Vilas
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.039,,,,0.039,109661,55125,Vilas,Vilas
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.028,,,,0.028,66023,55125,Vilas,Vilas
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.024,,,,0.024,59148,55125,Vilas,Vilas
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.478,,,,0.478,104289,55127,Walworth,Walworth
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.423,,,,0.423,97464,55127,Walworth,Walworth
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.444,,,,0.444,131639,55127,Walworth,Walworth
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.428,,,,0.428,46668,55127,Walworth,Walworth
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.341,,,,0.341,115206,55127,Walworth,Walworth
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.121,,,,0.121,104349,55129,Washburn,Washburn
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.167,,,,0.167,97524,55129,Washburn,Washburn
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.101,,,,0.101,109721,55129,Washburn,Washburn
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.075,,,,0.075,66083,55129,Washburn,Washburn
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.075,,,,0.075,115266,55129,Washburn,Washburn
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.073,,,,0.073,104409,55131,Washington,Washington
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.042,,,,0.042,97584,55131,Washington,Washington
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.043,,,,0.043,131699,55131,Washington,Washington
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.043,,,,0.043,46728,55131,Washington,Washington
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.041,,,,0.041,112146,55131,Washington,Washington
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.130,,,,0.13,104469,55133,Waukesha,Waukesha
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.109,,,,0.109,97644,55133,Waukesha,Waukesha
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.104,,,,0.104,109781,55133,Waukesha,Waukesha
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.103,,,,0.103,66143,55133,Waukesha,Waukesha
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.118,,,,0.118,112206,55133,Waukesha,Waukesha
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.470,,,,0.47,25152,55135,Waupaca,Waupaca
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.340,,,,0.34,97704,55135,Waupaca,Waupaca
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.392,,,,0.392,131759,55135,Waupaca,Waupaca
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.335,,,,0.335,91979,55135,Waupaca,Waupaca
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.262,,,,0.262,112266,55135,Waupaca,Waupaca
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.617,,,,0.617,25212,55137,Waushara,Waushara
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.511,,,,0.511,64013,55137,Waushara,Waushara
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.488,,,,0.488,131819,55137,Waushara,Waushara
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.495,,,,0.495,92039,55137,Waushara,Waushara
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.491,,,,0.491,112326,55137,Waushara,Waushara
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.439,,,,0.439,25272,55139,Winnebago,Winnebago
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.467,,,,0.467,64073,55139,Winnebago,Winnebago
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.431,,,,0.431,109841,55139,Winnebago,Winnebago
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.430,,,,0.43,66203,55139,Winnebago,Winnebago
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.533,,,,0.533,112386,55139,Winnebago,Winnebago
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.197,,,,0.197,25332,55141,Wood,Wood
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.300,,,,0.3,64133,55141,Wood,Wood
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.257,,,,0.257,131879,55141,Wood,Wood
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.195,,,,0.195,92099,55141,Wood,Wood
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.186,,,,0.186,112446,55141,Wood,Wood
