OBJECTID,FIPS,COUNTY,TOPIC,YEAR,AGE,COUNTS,AADJ_RATE,LOWR_LIM,UPPR_LIM,STD_ERR,ST_RATE,ST_LOWR_LIM,ST_UPPR_LIM,NAME
32694,55075,Marinette,Female Breast,2004-2008,All Ages,162,57.6,48.9,67.5,4.6,66.4,65.5,67.3,Marinette
32695,55075,Marinette,Female Breast,2005-2009,All Ages,171,60.1,51.2,70.2,4.7,67.2,66.2,68.1,Marinette
32696,55075,Marinette,Female Breast,2006-2010,All Ages,176,61,52,71.2,4.8,67,66.1,67.9,Marinette
32697,55075,Marinette,Female Breast,2007-2011,All Ages,188,65.1,55.7,75.7,5,67.5,66.6,68.4,Marinette
32698,55075,Marinette,Female Breast,2008-2012,All Ages,171,59.5,50.4,69.9,4.8,67.9,66.9,68.8,Marinette
32699,55075,Marinette,Female Breast,2009-2013,All Ages,174,58.8,49.9,69,4.7,68.4,67.5,69.3,Marinette
32700,55075,Marinette,Female Breast,2010-2014,All Ages,175,58.9,49.9,69.1,4.8,68.5,67.6,69.4,Marinette
32701,55075,Marinette,Female Breast,2011-2015,All Ages,192,63,53.9,73.4,4.8,69.2,68.3,70.1,Marinette
32702,55075,Marinette,Female Breast,2012-2016,All Ages,197,62.5,53.6,72.6,4.7,69.3,68.4,70.3,Marinette
32703,55075,Marinette,Female Breast,2013-2017,All Ages,212,67,57.7,77.5,4.9,69.7,68.8,70.6,Marinette
32704,55075,Marinette,Female Breast,2014-2018,All Ages,218,69.5,59.8,80.4,5.1,70.1,69.2,71,Marinette
32705,55075,Marinette,Female Breast,2015-2019,All Ages,227,73.2,63.1,84.6,5.3,71,70.1,71.9,Marinette
32706,55075,Marinette,Female Breast,2016-2020,All Ages,208,68.2,58.3,79.4,5.2,70.2,69.3,71.1,Marinette
33049,55077,Marquette,Female Breast,1999-2003,All Ages,68,66.5,51.3,85.3,8.3,73.3,72.3,74.4,Marquette
33050,55077,Marquette,Female Breast,2000-2004,All Ages,64,61.5,47,79.6,7.9,70.9,69.9,71.9,Marquette
33051,55077,Marquette,Female Breast,2001-2005,All Ages,57,54.4,40.8,71.5,7.4,68.9,68,69.9,Marquette
33052,55077,Marquette,Female Breast,2002-2006,All Ages,59,54.9,41.4,71.9,7.4,67.1,66.1,68,Marquette
33053,55077,Marquette,Female Breast,2003-2007,All Ages,63,61.7,46.8,80.3,8.1,66.4,65.5,67.4,Marquette
33054,55077,Marquette,Female Breast,2004-2008,All Ages,61,60.9,45.8,79.8,8.3,66.4,65.5,67.3,Marquette
33055,55077,Marquette,Female Breast,2005-2009,All Ages,58,57.3,42.7,75.7,8,67.2,66.2,68.1,Marquette
33056,55077,Marquette,Female Breast,2006-2010,All Ages,62,60.4,45.4,78.9,8.2,67,66.1,67.9,Marquette
33057,55077,Marquette,Female Breast,2007-2011,All Ages,61,60.6,45.3,79.6,8.3,67.5,66.6,68.4,Marquette
33058,55077,Marquette,Female Breast,2008-2012,All Ages,56,52.8,39,70.2,7.6,67.9,66.9,68.8,Marquette
33059,55077,Marquette,Female Breast,2009-2013,All Ages,54,51.7,38,69.3,7.6,68.4,67.5,69.3,Marquette
33060,55077,Marquette,Female Breast,2010-2014,All Ages,57,53.9,39.9,71.6,7.7,68.5,67.6,69.4,Marquette
33061,55077,Marquette,Female Breast,2011-2015,All Ages,53,48.4,35.3,65.3,7.2,69.2,68.3,70.1,Marquette
33062,55077,Marquette,Female Breast,2012-2016,All Ages,62,55.8,41.6,73.7,7.8,69.3,68.4,70.3,Marquette
33063,55077,Marquette,Female Breast,2013-2017,All Ages,71,61.7,47,80.1,8,69.7,68.8,70.6,Marquette
33064,55077,Marquette,Female Breast,2014-2018,All Ages,80,69.1,53.4,88.5,8.5,70.1,69.2,71,Marquette
33065,55077,Marquette,Female Breast,2015-2019,All Ages,77,66.1,50.7,85.2,8.4,71,70.1,71.9,Marquette
33066,55077,Marquette,Female Breast,2016-2020,All Ages,83,75.2,58.2,96.2,9.3,70.2,69.3,71.1,Marquette
33409,55078,Menominee,Female Breast,1999-2003,All Ages,11,57.9,28.8,105.8,17.6,73.3,72.3,74.4,Menominee
33410,55078,Menominee,Female Breast,2000-2004,All Ages,16,83.5,47.5,137.3,21,70.9,69.9,71.9,Menominee
33411,55078,Menominee,Female Breast,2001-2005,All Ages,19,99.1,59.5,156.1,22.8,68.9,68,69.9,Menominee
33412,55078,Menominee,Female Breast,2002-2006,All Ages,20,102.5,62.5,159.8,23,67.1,66.1,68,Menominee
33413,55078,Menominee,Female Breast,2003-2007,All Ages,17,89.9,51.4,146.4,22.5,66.4,65.5,67.4,Menominee
33414,55078,Menominee,Female Breast,2004-2008,All Ages,12,63.1,31.5,113.3,19,66.4,65.5,67.3,Menominee
33415,55078,Menominee,Female Breast,2005-2009,All Ages,8,49.2,19.5,100.1,18.9,67.2,66.2,68.1,Menominee
33416,55078,Menominee,Female Breast,2006-2010,All Ages,-5,-5,-5,-5,-5,67,66.1,67.9,Menominee
33417,55078,Menominee,Female Breast,2007-2011,All Ages,6,44.6,15.6,95.5,18.9,67.5,66.6,68.4,Menominee
33418,55078,Menominee,Female Breast,2008-2012,All Ages,6,38.1,13.4,82.7,16.1,67.9,66.9,68.8,Menominee
33419,55078,Menominee,Female Breast,2009-2013,All Ages,9,49.1,21.6,94.7,17,68.4,67.5,69.3,Menominee
33420,55078,Menominee,Female Breast,2010-2014,All Ages,11,55.8,27,101.6,17.5,68.5,67.6,69.4,Menominee
33421,55078,Menominee,Female Breast,2011-2015,All Ages,11,50.9,24.7,93.2,15.9,69.2,68.3,70.1,Menominee
33422,55078,Menominee,Female Breast,2012-2016,All Ages,12,46.4,23.8,83.4,13.6,69.3,68.4,70.3,Menominee
33423,55078,Menominee,Female Breast,2013-2017,All Ages,15,57.5,31.8,97.2,15.1,69.7,68.8,70.6,Menominee
33424,55078,Menominee,Female Breast,2014-2018,All Ages,16,67.5,37.6,112.2,17.6,70.1,69.2,71,Menominee
33425,55078,Menominee,Female Breast,2015-2019,All Ages,13,53.5,27.6,94.1,15.5,71,70.1,71.9,Menominee
33426,55078,Menominee,Female Breast,2016-2020,All Ages,16,70.4,39.3,116.3,18.2,70.2,69.3,71.1,Menominee
33769,55079,Milwaukee,Female Breast,1999-2003,All Ages,3534,77.8,75.2,80.4,1.3,73.3,72.3,74.4,Milwaukee
33770,55079,Milwaukee,Female Breast,2000-2004,All Ages,3409,74.9,72.4,77.5,1.3,70.9,69.9,71.9,Milwaukee
33771,55079,Milwaukee,Female Breast,2001-2005,All Ages,3328,73,70.6,75.6,1.3,68.9,68,69.9,Milwaukee
33772,55079,Milwaukee,Female Breast,2002-2006,All Ages,3217,70.7,68.2,73.2,1.3,67.1,66.1,68,Milwaukee
33773,55079,Milwaukee,Female Breast,2003-2007,All Ages,3189,69.9,67.5,72.4,1.2,66.4,65.5,67.4,Milwaukee
33774,55079,Milwaukee,Female Breast,2004-2008,All Ages,3234,70.9,68.5,73.4,1.3,66.4,65.5,67.3,Milwaukee
33775,55079,Milwaukee,Female Breast,2005-2009,All Ages,3331,72.9,70.5,75.5,1.3,67.2,66.2,68.1,Milwaukee
33776,55079,Milwaukee,Female Breast,2006-2010,All Ages,3331,72.6,70.2,75.2,1.3,67,66.1,67.9,Milwaukee
33777,55079,Milwaukee,Female Breast,2007-2011,All Ages,3335,72.5,70.1,75.1,1.3,67.5,66.6,68.4,Milwaukee
33778,55079,Milwaukee,Female Breast,2008-2012,All Ages,3397,73.5,71,76.1,1.3,67.9,66.9,68.8,Milwaukee
33779,55079,Milwaukee,Female Breast,2009-2013,All Ages,3457,74.4,71.9,77,1.3,68.4,67.5,69.3,Milwaukee
33780,55079,Milwaukee,Female Breast,2010-2014,All Ages,3458,73.5,71,76,1.3,68.5,67.6,69.4,Milwaukee
33781,55079,Milwaukee,Female Breast,2011-2015,All Ages,3564,75,72.5,77.5,1.3,69.2,68.3,70.1,Milwaukee
33782,55079,Milwaukee,Female Breast,2012-2016,All Ages,3659,76,73.5,78.6,1.3,69.3,68.4,70.3,Milwaukee
33783,55079,Milwaukee,Female Breast,2013-2017,All Ages,3721,76.4,73.9,78.9,1.3,69.7,68.8,70.6,Milwaukee
33784,55079,Milwaukee,Female Breast,2014-2018,All Ages,3722,75.7,73.2,78.2,1.3,70.1,69.2,71,Milwaukee
33785,55079,Milwaukee,Female Breast,2015-2019,All Ages,3779,76.5,74,79,1.3,71,70.1,71.9,Milwaukee
33786,55079,Milwaukee,Female Breast,2016-2020,All Ages,3705,74.5,72,77,1.3,70.2,69.3,71.1,Milwaukee
34129,55081,Monroe,Female Breast,1999-2003,All Ages,168,75.4,64.4,87.7,5.8,73.3,72.3,74.4,Monroe
34130,55081,Monroe,Female Breast,2000-2004,All Ages,180,79.5,68.3,92,5.9,70.9,69.9,71.9,Monroe
34131,55081,Monroe,Female Breast,2001-2005,All Ages,179,78,66.9,90.3,5.9,68.9,68,69.9,Monroe
34132,55081,Monroe,Female Breast,2002-2006,All Ages,171,72.9,62.3,84.8,5.6,67.1,66.1,68,Monroe
34133,55081,Monroe,Female Breast,2003-2007,All Ages,155,65.3,55.4,76.6,5.3,66.4,65.5,67.4,Monroe
34134,55081,Monroe,Female Breast,2004-2008,All Ages,153,63,53.3,74,5.1,66.4,65.5,67.3,Monroe
34135,55081,Monroe,Female Breast,2005-2009,All Ages,142,57.3,48.2,67.8,4.9,67.2,66.2,68.1,Monroe
34136,55081,Monroe,Female Breast,2006-2010,All Ages,143,55.9,47,66.1,4.7,67,66.1,67.9,Monroe
34137,55081,Monroe,Female Breast,2007-2011,All Ages,158,61.5,52.1,72.1,5,67.5,66.6,68.4,Monroe
34138,55081,Monroe,Female Breast,2008-2012,All Ages,166,64,54.4,74.9,5.1,67.9,66.9,68.8,Monroe
34139,55081,Monroe,Female Breast,2009-2013,All Ages,180,69,59.1,80.3,5.3,68.4,67.5,69.3,Monroe
34140,55081,Monroe,Female Breast,2010-2014,All Ages,171,64.7,55.1,75.5,5.1,68.5,67.6,69.4,Monroe
34141,55081,Monroe,Female Breast,2011-2015,All Ages,179,68.6,58.6,79.8,5.3,69.2,68.3,70.1,Monroe
34142,55081,Monroe,Female Breast,2012-2016,All Ages,173,64.4,54.8,75.2,5.1,69.3,68.4,70.3,Monroe
34143,55081,Monroe,Female Breast,2013-2017,All Ages,178,65.5,55.9,76.3,5.1,69.7,68.8,70.6,Monroe
34144,55081,Monroe,Female Breast,2014-2018,All Ages,181,66.5,56.8,77.5,5.2,70.1,69.2,71,Monroe
34145,55081,Monroe,Female Breast,2015-2019,All Ages,203,73.8,63.6,85.2,5.4,71,70.1,71.9,Monroe
34146,55081,Monroe,Female Breast,2016-2020,All Ages,195,69.2,59.4,80.1,5.2,70.2,69.3,71.1,Monroe
34489,55083,Oconto,Female Breast,1999-2003,All Ages,154,75.1,63.7,88.1,6.1,73.3,72.3,74.4,Oconto
34490,55083,Oconto,Female Breast,2000-2004,All Ages,142,67.9,57.2,80.2,5.7,70.9,69.9,71.9,Oconto
34491,55083,Oconto,Female Breast,2001-2005,All Ages,134,63.4,53.1,75.3,5.5,68.9,68,69.9,Oconto
34492,55083,Oconto,Female Breast,2002-2006,All Ages,127,58.3,48.5,69.5,5.2,67.1,66.1,68,Oconto
34493,55083,Oconto,Female Breast,2003-2007,All Ages,113,50.6,41.7,61,4.8,66.4,65.5,67.4,Oconto
34494,55083,Oconto,Female Breast,2004-2008,All Ages,122,54,44.8,64.7,4.9,66.4,65.5,67.3,Oconto
34495,55083,Oconto,Female Breast,2005-2009,All Ages,130,56.3,46.9,67.1,5,67.2,66.2,68.1,Oconto
34496,55083,Oconto,Female Breast,2006-2010,All Ages,132,56.6,47.2,67.4,5,67,66.1,67.9,Oconto
34497,55083,Oconto,Female Breast,2007-2011,All Ages,146,61.9,52.1,73.2,5.2,67.5,66.6,68.4,Oconto
34498,55083,Oconto,Female Breast,2008-2012,All Ages,153,63.9,54,75.3,5.3,67.9,66.9,68.8,Oconto
34499,55083,Oconto,Female Breast,2009-2013,All Ages,155,63.1,53.3,74.4,5.2,68.4,67.5,69.3,Oconto
34500,55083,Oconto,Female Breast,2010-2014,All Ages,163,66.1,56,77.6,5.3,68.5,67.6,69.4,Oconto
34501,55083,Oconto,Female Breast,2011-2015,All Ages,172,68,57.9,79.5,5.4,69.2,68.3,70.1,Oconto
34502,55083,Oconto,Female Breast,2012-2016,All Ages,169,65.7,55.8,77,5.3,69.3,68.4,70.3,Oconto
34503,55083,Oconto,Female Breast,2013-2017,All Ages,178,71.2,60.6,83.3,5.6,69.7,68.8,70.6,Oconto
34504,55083,Oconto,Female Breast,2014-2018,All Ages,185,73.1,62.4,85.4,5.7,70.1,69.2,71,Oconto
34505,55083,Oconto,Female Breast,2015-2019,All Ages,184,71.4,60.8,83.6,5.7,71,70.1,71.9,Oconto
34506,55083,Oconto,Female Breast,2016-2020,All Ages,188,72.6,61.9,84.8,5.7,70.2,69.3,71.1,Oconto
34849,55085,Oneida,Female Breast,1999-2003,All Ages,202,81.4,70.4,93.8,5.8,73.3,72.3,74.4,Oneida
34850,55085,Oneida,Female Breast,2000-2004,All Ages,185,72.4,62.2,84,5.4,70.9,69.9,71.9,Oneida
34851,55085,Oneida,Female Breast,2001-2005,All Ages,174,66.8,57.1,77.8,5.1,68.9,68,69.9,Oneida
34852,55085,Oneida,Female Breast,2002-2006,All Ages,184,70.7,60.7,82.2,5.3,67.1,66.1,68,Oneida
34853,55085,Oneida,Female Breast,2003-2007,All Ages,179,68.3,58.5,79.5,5.2,66.4,65.5,67.4,Oneida
34854,55085,Oneida,Female Breast,2004-2008,All Ages,184,70.1,60.1,81.5,5.3,66.4,65.5,67.3,Oneida
34855,55085,Oneida,Female Breast,2005-2009,All Ages,197,74.3,64,86.1,5.5,67.2,66.2,68.1,Oneida
34856,55085,Oneida,Female Breast,2006-2010,All Ages,204,76.3,65.8,88.2,5.6,67,66.1,67.9,Oneida
34857,55085,Oneida,Female Breast,2007-2011,All Ages,195,71.9,61.7,83.4,5.4,67.5,66.6,68.4,Oneida
34858,55085,Oneida,Female Breast,2008-2012,All Ages,196,71.3,61.3,82.8,5.3,67.9,66.9,68.8,Oneida
34859,55085,Oneida,Female Breast,2009-2013,All Ages,199,70.9,61,82.3,5.3,68.4,67.5,69.3,Oneida
34860,55085,Oneida,Female Breast,2010-2014,All Ages,206,73.4,63.1,85,5.4,68.5,67.6,69.4,Oneida
34861,55085,Oneida,Female Breast,2011-2015,All Ages,221,77.4,67,89.2,5.5,69.2,68.3,70.1,Oneida
34862,55085,Oneida,Female Breast,2012-2016,All Ages,228,80.5,69.6,92.9,5.8,69.3,68.4,70.3,Oneida
34863,55085,Oneida,Female Breast,2013-2017,All Ages,238,86.6,74.9,99.9,6.2,69.7,68.8,70.6,Oneida
34864,55085,Oneida,Female Breast,2014-2018,All Ages,233,83.8,72.2,96.9,6.1,70.1,69.2,71,Oneida
34865,55085,Oneida,Female Breast,2015-2019,All Ages,232,82.6,71.1,95.6,6.1,71,70.1,71.9,Oneida
34866,55085,Oneida,Female Breast,2016-2020,All Ages,200,70.9,60.1,83.3,5.7,70.2,69.3,71.1,Oneida
35209,55087,Outagamie,Female Breast,1999-2003,All Ages,572,75.5,69.4,82,3.2,73.3,72.3,74.4,Outagamie
35210,55087,Outagamie,Female Breast,2000-2004,All Ages,586,75.4,69.4,81.7,3.1,70.9,69.9,71.9,Outagamie
35211,55087,Outagamie,Female Breast,2001-2005,All Ages,586,73.6,67.7,79.8,3.1,68.9,68,69.9,Outagamie
35212,55087,Outagamie,Female Breast,2002-2006,All Ages,577,70.6,64.9,76.6,3,67.1,66.1,68,Outagamie
35213,55087,Outagamie,Female Breast,2003-2007,All Ages,579,69.5,63.9,75.4,2.9,66.4,65.5,67.4,Outagamie
35214,55087,Outagamie,Female Breast,2004-2008,All Ages,590,69.6,64,75.5,2.9,66.4,65.5,67.3,Outagamie
35215,55087,Outagamie,Female Breast,2005-2009,All Ages,601,69.5,64,75.4,2.9,67.2,66.2,68.1,Outagamie
35216,55087,Outagamie,Female Breast,2006-2010,All Ages,591,67.1,61.7,72.8,2.8,67,66.1,67.9,Outagamie
35217,55087,Outagamie,Female Breast,2007-2011,All Ages,619,69.1,63.7,74.8,2.8,67.5,66.6,68.4,Outagamie
35218,55087,Outagamie,Female Breast,2008-2012,All Ages,653,71.1,65.7,76.9,2.8,67.9,66.9,68.8,Outagamie
35219,55087,Outagamie,Female Breast,2009-2013,All Ages,665,70.8,65.4,76.5,2.8,68.4,67.5,69.3,Outagamie
35220,55087,Outagamie,Female Breast,2010-2014,All Ages,676,70.5,65.2,76.1,2.8,68.5,67.6,69.4,Outagamie
35221,55087,Outagamie,Female Breast,2011-2015,All Ages,696,71.1,65.8,76.7,2.8,69.2,68.3,70.1,Outagamie
35222,55087,Outagamie,Female Breast,2012-2016,All Ages,695,69.2,64,74.7,2.7,69.3,68.4,70.3,Outagamie
35223,55087,Outagamie,Female Breast,2013-2017,All Ages,709,69.1,63.9,74.5,2.7,69.7,68.8,70.6,Outagamie
35224,55087,Outagamie,Female Breast,2014-2018,All Ages,727,69,63.9,74.4,2.6,70.1,69.2,71,Outagamie
35225,55087,Outagamie,Female Breast,2015-2019,All Ages,760,71.2,66.1,76.6,2.7,71,70.1,71.9,Outagamie
35226,55087,Outagamie,Female Breast,2016-2020,All Ages,766,70.3,65.3,75.7,2.6,70.2,69.3,71.1,Outagamie
35569,55089,Ozaukee,Female Breast,1999-2003,All Ages,374,81.8,73.7,90.6,4.2,73.3,72.3,74.4,Ozaukee
35570,55089,Ozaukee,Female Breast,2000-2004,All Ages,380,80.9,72.9,89.5,4.2,70.9,69.9,71.9,Ozaukee
35571,55089,Ozaukee,Female Breast,2001-2005,All Ages,369,77,69.3,85.4,4,68.9,68,69.9,Ozaukee
35572,55089,Ozaukee,Female Breast,2002-2006,All Ages,375,77,69.4,85.4,4,67.1,66.1,68,Ozaukee
35573,55089,Ozaukee,Female Breast,2003-2007,All Ages,402,80.3,72.6,88.7,4,66.4,65.5,67.4,Ozaukee
35574,55089,Ozaukee,Female Breast,2004-2008,All Ages,422,83.3,75.4,91.8,4.1,66.4,65.5,67.3,Ozaukee
35575,55089,Ozaukee,Female Breast,2005-2009,All Ages,425,83.1,75.2,91.6,4.1,67.2,66.2,68.1,Ozaukee
35576,55089,Ozaukee,Female Breast,2006-2010,All Ages,440,84.5,76.7,93.1,4.1,67,66.1,67.9,Ozaukee
35577,55089,Ozaukee,Female Breast,2007-2011,All Ages,445,83.5,75.7,91.9,4.1,67.5,66.6,68.4,Ozaukee
35578,55089,Ozaukee,Female Breast,2008-2012,All Ages,443,82.7,74.9,91,4,67.9,66.9,68.8,Ozaukee
35579,55089,Ozaukee,Female Breast,2009-2013,All Ages,416,76.3,68.9,84.3,3.9,68.4,67.5,69.3,Ozaukee
35580,55089,Ozaukee,Female Breast,2010-2014,All Ages,438,79,71.5,87.1,3.9,68.5,67.6,69.4,Ozaukee
35581,55089,Ozaukee,Female Breast,2011-2015,All Ages,442,78,70.6,86,3.9,69.2,68.3,70.1,Ozaukee
35582,55089,Ozaukee,Female Breast,2012-2016,All Ages,431,76.1,68.8,84,3.8,69.3,68.4,70.3,Ozaukee
35583,55089,Ozaukee,Female Breast,2013-2017,All Ages,455,78.8,71.4,86.8,3.9,69.7,68.8,70.6,Ozaukee
35584,55089,Ozaukee,Female Breast,2014-2018,All Ages,481,82.5,74.9,90.6,3.9,70.1,69.2,71,Ozaukee
35585,55089,Ozaukee,Female Breast,2015-2019,All Ages,468,80,72.5,88,3.9,71,70.1,71.9,Ozaukee
35586,55089,Ozaukee,Female Breast,2016-2020,All Ages,486,82.9,75.3,91.2,4,70.2,69.3,71.1,Ozaukee
35929,55091,Pepin,Female Breast,1999-2003,All Ages,19,44.6,26.7,70.5,10.4,73.3,72.3,74.4,Pepin
35930,55091,Pepin,Female Breast,2000-2004,All Ages,18,41.4,24.4,66.3,9.8,70.9,69.9,71.9,Pepin
35931,55091,Pepin,Female Breast,2001-2005,All Ages,18,41.3,24.3,66.2,9.9,68.9,68,69.9,Pepin
35932,55091,Pepin,Female Breast,2002-2006,All Ages,19,41,24.4,65.2,9.6,67.1,66.1,68,Pepin
35933,55091,Pepin,Female Breast,2003-2007,All Ages,18,38,22.3,61.4,9.2,66.4,65.5,67.4,Pepin
35934,55091,Pepin,Female Breast,2004-2008,All Ages,20,41.8,25.2,66,9.6,66.4,65.5,67.3,Pepin
35935,55091,Pepin,Female Breast,2005-2009,All Ages,25,51.9,33.2,78.1,10.7,67.2,66.2,68.1,Pepin
35936,55091,Pepin,Female Breast,2006-2010,All Ages,27,53.2,34.8,78.8,10.4,67,66.1,67.9,Pepin
35937,55091,Pepin,Female Breast,2007-2011,All Ages,26,51.1,33.1,76.4,10.2,67.5,66.6,68.4,Pepin
35938,55091,Pepin,Female Breast,2008-2012,All Ages,30,57.1,38.1,83.2,10.6,67.9,66.9,68.8,Pepin
35939,55091,Pepin,Female Breast,2009-2013,All Ages,30,54.5,36.6,79.4,10,68.4,67.5,69.3,Pepin
35940,55091,Pepin,Female Breast,2010-2014,All Ages,28,51,33.5,75.8,9.9,68.5,67.6,69.4,Pepin
35941,55091,Pepin,Female Breast,2011-2015,All Ages,25,45,28.6,68.7,9.3,69.2,68.3,70.1,Pepin
35942,55091,Pepin,Female Breast,2012-2016,All Ages,26,48.6,31,73.8,10,69.3,68.4,70.3,Pepin
35943,55091,Pepin,Female Breast,2013-2017,All Ages,21,40.2,24.1,64.2,9.3,69.7,68.8,70.6,Pepin
35944,55091,Pepin,Female Breast,2014-2018,All Ages,22,41.4,24.9,65.7,9.5,70.1,69.2,71,Pepin
35945,55091,Pepin,Female Breast,2015-2019,All Ages,20,42.3,24.7,68.4,10.3,71,70.1,71.9,Pepin
35946,55091,Pepin,Female Breast,2016-2020,All Ages,22,45,26.8,71.6,10.5,70.2,69.3,71.1,Pepin
36289,55093,Pierce,Female Breast,1999-2003,All Ages,84,51.5,41,63.9,5.7,73.3,72.3,74.4,Pierce
36290,55093,Pierce,Female Breast,2000-2004,All Ages,88,53,42.4,65.4,5.7,70.9,69.9,71.9,Pierce
36291,55093,Pierce,Female Breast,2001-2005,All Ages,98,58,47,70.8,5.9,68.9,68,69.9,Pierce
36292,55093,Pierce,Female Breast,2002-2006,All Ages,91,53.1,42.6,65.3,5.6,67.1,66.1,68,Pierce
36293,55093,Pierce,Female Breast,2003-2007,All Ages,88,50.1,40,61.9,5.4,66.4,65.5,67.4,Pierce
36294,55093,Pierce,Female Breast,2004-2008,All Ages,81,45.1,35.7,56.3,5.1,66.4,65.5,67.3,Pierce
36295,55093,Pierce,Female Breast,2005-2009,All Ages,78,42,33,52.7,4.9,67.2,66.2,68.1,Pierce
36296,55093,Pierce,Female Breast,2006-2010,All Ages,71,37.6,29.2,47.6,4.6,67,66.1,67.9,Pierce
36297,55093,Pierce,Female Breast,2007-2011,All Ages,79,40.8,32.1,51.2,4.7,67.5,66.6,68.4,Pierce
36298,55093,Pierce,Female Breast,2008-2012,All Ages,85,42.6,33.8,52.9,4.7,67.9,66.9,68.8,Pierce
36299,55093,Pierce,Female Breast,2009-2013,All Ages,89,44.3,35.3,54.9,4.8,68.4,67.5,69.3,Pierce
36300,55093,Pierce,Female Breast,2010-2014,All Ages,96,46.4,37.3,57.1,4.9,68.5,67.6,69.4,Pierce
36301,55093,Pierce,Female Breast,2011-2015,All Ages,101,47.6,38.5,58.3,4.9,69.2,68.3,70.1,Pierce
36302,55093,Pierce,Female Breast,2012-2016,All Ages,98,43.6,35.1,53.5,4.6,69.3,68.4,70.3,Pierce
36303,55093,Pierce,Female Breast,2013-2017,All Ages,106,46.3,37.6,56.4,4.6,69.7,68.8,70.6,Pierce
36304,55093,Pierce,Female Breast,2014-2018,All Ages,114,48.2,39.4,58.3,4.7,70.1,69.2,71,Pierce
36305,55093,Pierce,Female Breast,2015-2019,All Ages,111,46.2,37.7,56,4.5,71,70.1,71.9,Pierce
36306,55093,Pierce,Female Breast,2016-2020,All Ages,112,46.5,38,56.5,4.6,70.2,69.3,71.1,Pierce
36649,55095,Polk,Female Breast,1999-2003,All Ages,118,48.7,40.3,58.4,4.5,73.3,72.3,74.4,Polk
36650,55095,Polk,Female Breast,2000-2004,All Ages,122,49.4,41,59.1,4.5,70.9,69.9,71.9,Polk
36651,55095,Polk,Female Breast,2001-2005,All Ages,111,44.3,36.4,53.5,4.2,68.9,68,69.9,Polk
36652,55095,Polk,Female Breast,2002-2006,All Ages,104,41,33.5,49.9,4.1,67.1,66.1,68,Polk
36653,55095,Polk,Female Breast,2003-2007,All Ages,99,38.7,31.4,47.3,3.9,66.4,65.5,67.4,Polk
36654,55095,Polk,Female Breast,2004-2008,All Ages,111,42.7,35,51.6,4.1,66.4,65.5,67.3,Polk
36655,55095,Polk,Female Breast,2005-2009,All Ages,112,42,34.5,50.7,4,67.2,66.2,68.1,Polk
36656,55095,Polk,Female Breast,2006-2010,All Ages,119,44.2,36.5,53.1,4.1,67,66.1,67.9,Polk
36657,55095,Polk,Female Breast,2007-2011,All Ages,134,48.4,40.4,57.6,4.3,67.5,66.6,68.4,Polk
36658,55095,Polk,Female Breast,2008-2012,All Ages,133,47.3,39.4,56.4,4.2,67.9,66.9,68.8,Polk
36659,55095,Polk,Female Breast,2009-2013,All Ages,148,50.9,42.9,60.2,4.3,68.4,67.5,69.3,Polk
36660,55095,Polk,Female Breast,2010-2014,All Ages,150,51.4,43.2,60.8,4.3,68.5,67.6,69.4,Polk
36661,55095,Polk,Female Breast,2011-2015,All Ages,166,56,47.5,65.6,4.5,69.2,68.3,70.1,Polk
36662,55095,Polk,Female Breast,2012-2016,All Ages,177,59.1,50.4,69.1,4.6,69.3,68.4,70.3,Polk
36663,55095,Polk,Female Breast,2013-2017,All Ages,185,62,52.9,72.2,4.8,69.7,68.8,70.6,Polk
36664,55095,Polk,Female Breast,2014-2018,All Ages,177,59.2,50.3,69.3,4.7,70.1,69.2,71,Polk
36665,55095,Polk,Female Breast,2015-2019,All Ages,191,61.8,52.9,71.9,4.7,71,70.1,71.9,Polk
36666,55095,Polk,Female Breast,2016-2020,All Ages,201,65.7,56.4,76.3,5,70.2,69.3,71.1,Polk
37009,55097,Portage,Female Breast,1999-2003,All Ages,224,71.9,62.8,82,4.8,73.3,72.3,74.4,Portage
37010,55097,Portage,Female Breast,2000-2004,All Ages,225,70.6,61.6,80.5,4.7,70.9,69.9,71.9,Portage
37011,55097,Portage,Female Breast,2001-2005,All Ages,217,66.7,58.1,76.2,4.5,68.9,68,69.9,Portage
37012,55097,Portage,Female Breast,2002-2006,All Ages,218,65.7,57.2,75.1,4.5,67.1,66.1,68,Portage
37013,55097,Portage,Female Breast,2003-2007,All Ages,228,67,58.5,76.4,4.5,66.4,65.5,67.4,Portage
37014,55097,Portage,Female Breast,2004-2008,All Ages,230,66.4,58,75.6,4.4,66.4,65.5,67.3,Portage
37015,55097,Portage,Female Breast,2005-2009,All Ages,233,66.4,58.1,75.7,4.4,67.2,66.2,68.1,Portage
37016,55097,Portage,Female Breast,2006-2010,All Ages,236,66,57.8,75.2,4.4,67,66.1,67.9,Portage
37017,55097,Portage,Female Breast,2007-2011,All Ages,246,67.5,59.2,76.7,4.4,67.5,66.6,68.4,Portage
37018,55097,Portage,Female Breast,2008-2012,All Ages,237,64.8,56.7,73.9,4.3,67.9,66.9,68.8,Portage
37019,55097,Portage,Female Breast,2009-2013,All Ages,246,65.4,57.3,74.3,4.3,68.4,67.5,69.3,Portage
37020,55097,Portage,Female Breast,2010-2014,All Ages,244,63.6,55.7,72.4,4.2,68.5,67.6,69.4,Portage
